AcclerometerX,AcclerometerY,AcclerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ,MagnetometerX,MagnetometerY,MagnetometerZ,Roll,Pitch,Yaw
-9.7018,0,0.464499,0.034049,0.000774,0.021881,21.174776,45.788192,-32.748188,-0.42,-0.4,-0.84
-9.687434,0.028732,0.469287,0.03365,-0.000292,0.031468,21.174776,45.788192,-32.748188,-0.42,-0.4,-0.85
-9.687434,0.028732,0.469287,0.03365,-0.000292,0.031468,21.174776,45.788192,-32.748188,-0.43,-0.4,-0.85
-9.682645,-0.004789,0.42619,0.034582,-0.000292,0.016022,22.622625,46.512115,-35.550174,-0.43,-0.4,-0.86
-9.697011,-0.004789,0.445344,0.034182,-0.000292,0.021215,22.622625,46.512115,-35.550174,-0.43,-0.41,-0.86
-9.697011,-0.004789,0.445344,0.034182,-0.000292,0.021215,22.622625,46.512115,-35.550174,-0.43,-0.41,-0.87
-9.692223,0.014366,0.445344,0.03325,-0.000957,0.021615,22.622625,46.512115,-35.550174,-0.44,-0.41,-0.87
-9.7018,0.023943,0.450133,0.03325,0.001173,0.017087,22.622625,46.512115,-35.550174,-0.44,-0.42,-0.88
-9.697011,0.023943,0.445344,0.032851,-0.002023,0.016954,22.622625,46.512115,-35.550174,-0.44,-0.42,-0.89
-9.697011,0.023943,0.445344,0.032851,-0.002023,0.016954,22.622625,46.512115,-35.550174,-0.45,-0.42,-0.89
-9.687434,-0.004789,0.474076,0.034049,0.000774,0.015356,22.622625,46.512115,-35.550174,-0.45,-0.42,-0.9
-9.692223,0.014366,0.421401,0.034315,-0.000158,0.020416,23.165567,48.502906,-38.527282,-0.45,-0.43,-0.9
-9.692223,0.014366,0.421401,0.034315,-0.000158,0.020416,23.165567,48.502906,-38.527282,-0.45,-0.43,-0.91
-9.697011,0.009577,0.445344,0.034315,0.000907,0.017753,23.165567,48.502906,-38.527282,-0.46,-0.43,-0.91
-9.687434,0.014366,0.450133,0.032584,-0.002023,0.025609,23.165567,48.502906,-38.527282,-0.46,-0.44,-0.92
-9.687434,0.014366,0.450133,0.032584,-0.002023,0.025609,23.165567,48.502906,-38.527282,-0.46,-0.44,-0.92
-9.697011,0.028732,0.454922,0.033783,0.001839,0.021215,23.165567,48.502906,-38.527282,-0.47,-0.44,-0.93
-9.677857,-0.009577,0.464499,0.032717,-0.003754,-0.013007,23.165567,48.502906,-38.527282,-0.47,-0.45,-0.94
-9.677857,-0.009577,0.464499,0.032717,-0.003754,-0.013007,23.165567,48.502906,-38.527282,-0.47,-0.45,-0.94
-9.677857,-0.023943,0.474076,0.034182,-0.002422,0.005369,23.165567,48.502906,-38.527282,-0.47,-0.45,-0.95
